"","Estimate","Est.Error","Q2.5","Q97.5","Glottocode","Verb_final","Free_word_order","Nominal_case","AUTOTYP_area","Longitude","Latitude","Glottocode2"
"goon1238",0.85749793295111,0.230035746878216,0.160484532775199,0.999999239330165,"goon1238","1","1","1","N Australia",126.351,-18.4073,"goon1238"
"bilu1245",0.0578085064265516,0.14430748368635,2.11099985585537e-08,0.562820971555186,"bilu1245","0","1","0","Oceania",156.663,-7.92388,"bilu1245"
"maib1239",0.0578743304421735,0.14615551275598,1.46955834264203e-08,0.585089288510393,"maib1239","0","1","0","N Coast New Guinea",132.591,-1.3679,"maib1239"
"mali1284",0.045195419490986,0.121136079422675,1.72934947822253e-08,0.446212568806403,"mali1284","0","0","0","N Coast New Guinea",152.214,-4.71826,"mali1284"
"qaqe1238",0.0447485066196224,0.118556671258249,1.70847816064425e-08,0.445911472501931,"qaqe1238","0","0","0","N Coast New Guinea",151.702,-4.45258,"qaqe1238"
"mali1285",0.0455647305602729,0.0944865767715145,5.98386444486481e-05,0.335653640814564,"mali1285","0","0","0","Mesoamerica",-98.6322,17.2122,"mali1285"
"east2556",0.0325102574864599,0.064299591839609,5.82248575811285e-05,0.219998800143194,"east2556","0","1","0","Mesoamerica",-98.0978,20.5991,"east2556"
"mezq1235",0.0316368780062429,0.0622719900575274,5.75895654382359e-05,0.215763851874394,"mezq1235","0","1","0","Mesoamerica",-99.5564,20.2274,"mezq1235"
"quer1236",0.0313556332643574,0.0623578843174697,5.67979228962892e-05,0.217248958612611,"quer1236","0","0","0","Mesoamerica",-100.115,20.1396,"quer1236"
"temo1245",0.0340534529174191,0.0672915109181343,5.73065721990223e-05,0.233117286247896,"temo1245","0","0","0","Mesoamerica",-99.6541,19.6001,"temo1245"
"soch1239",0.0397365416537299,0.0816831198472404,5.38866705988128e-05,0.290192917901508,"soch1239","0","1","0","Mesoamerica",-96.6079,17.7985,"soch1239"
"quio1240",0.0381410965490584,0.0786849108864673,5.67060179172276e-05,0.279464069437143,"quio1240","0","1","0","Mesoamerica",-96.602,17.5621,"quio1240"
"alac1244",0.0396360215076089,0.0787495861320125,9.83889973996081e-05,0.279383717372029,"alac1244","0","0","0","Mesoamerica",-98.58,17.25,"alac1244"
"magd1235",0.0384536705105697,0.0762202144765827,9.19941400027538e-05,0.264025346628475,"magd1235","0","1","0","Mesoamerica",-97.5413,17.2837,"magd1235"
"sanm1295",0.0389904373413047,0.0781068274978714,9.42667059380007e-05,0.273863451743648,"sanm1295","0","1","0","Mesoamerica",-97.622482,17.046881,"sanm1295"
"sant1436",0.0399484629090049,0.0796028970882821,9.53202011933442e-05,0.282109583970798,"sant1436","0","0","0","Mesoamerica",-97.9484,16.7003,"sant1436"
"tezo1238",0.0401059701614793,0.0801115227474514,0.000100891080069865,0.276304884861798,"tezo1238","0","0","0","Mesoamerica",-97.9002,17.6155,"tezo1238"
"copa1237",0.0438856451177152,0.0862733724447927,9.13142700321157e-05,0.315493944016592,"copa1237","0","0","0","Mesoamerica",-97.9826,17.1541,"copa1237"
"guer1243",0.0467256298780649,0.0905104986511899,9.88583979164564e-05,0.330986677112838,"guer1243","0","0","0","Mesoamerica",-98.18953,16.77226,"guer1243"
"zoog1238",0.0443715462375678,0.0782038710502972,0.000216048768657465,0.270015202077681,"zoog1238","0","1","0","Mesoamerica",-96.3433,17.2016,"zoog1238"
"sier1250",0.0445637993104469,0.0789083182588784,0.000228033682550064,0.281624413264248,"sier1250","0","1","0","Mesoamerica",-96.6191,17.4219,"sier1250"
"yatz1235",0.0443389402416781,0.0785523178828127,0.000222983749257078,0.273235297253741,"yatz1235","0","1","0","Mesoamerica",-96.284,17.1869,"yatz1235"
"mixt1426",0.0474620072566824,0.0846580139467927,0.000214057918122225,0.302159504206144,"mixt1426","0","0","0","Mesoamerica",-96.2372,16.1724,"mixt1426"
"ocot1244",0.0466357112990718,0.0826847214359227,0.000227331242446427,0.297160165968088,"ocot1244","0","0","0","Mesoamerica",-96.7263,16.8258,"ocot1244"
"sanj1284",0.0464135831705051,0.0836548957521787,0.000234253550378736,0.302106511064092,"sanj1284","0","1","0","Mesoamerica",-96.5967,17.0332,"sanj1284"
"sant1451",0.0463542791450354,0.0820818490549293,0.000234517958748319,0.295296035707034,"sant1451","0","1","0","Mesoamerica",-96.0486,16.033,"sant1451"
"coat1243",0.0450056118392217,0.0767933076712229,0.000220962858190392,0.281940531063862,"coat1243","0","1","0","Mesoamerica",-96.7683,16.1463,"coat1243"
"sanb1241",0.0450704590524485,0.0772560023469591,0.000223733382403367,0.277412954343439,"sanb1241","0","0","0","Mesoamerica",-96.762,16.0409,"sanb1241"
"zani1235",0.0496359637829283,0.0866603488320613,0.000204770359898178,0.30736283455031,"zani1235","0","0","0","Mesoamerica",-97.2876,16.6804,"zani1235"
"nopa1235",0.228182070578202,0.227517118607514,0.0040708692955941,0.814659239666736,"nopa1235","0","1","1","Mesoamerica",-97.1339,16.0954,"nopa1235"
"mezo1235",0.051227144598869,0.0937520025616026,0.000160190095880222,0.341689308639552,"mezo1235","0","1","0","Mesoamerica",-97.5879,18.1442,"mezo1235"
"sanm1301",0.0514877009604376,0.0940321309691177,0.000162912464930376,0.339144532034855,"sanm1301","0","0","0","Mesoamerica",-97.5936,18.74,"sanm1301"
"papa1238",0.0568569902687371,0.102922565898758,3.44101032787231e-05,0.375624647405941,"papa1238","0","0","0","Mesoamerica",-97.2554,20.5671,"papa1238"
"filo1235",0.0570085880340093,0.103175304440154,3.62604350538773e-05,0.380554047908936,"filo1235","0","0","0","Mesoamerica",-97.5931,20.1415,"filo1235"
"uppe1275",0.0577354854892212,0.10493957878217,3.34748626247547e-05,0.393385868341902,"uppe1275","0","0","0","Mesoamerica",-97.81,20.236,"uppe1275"
"yecu1235",0.0607807427724268,0.1113431173003,3.40647730619614e-05,0.411920048010132,"yecu1235","0","1","0","Mesoamerica",-96.8741,20.1765,"yecu1235"
"kiow1266",0.717592236078517,0.278641385142157,0.0818281769884229,0.999062172816365,"kiow1266","1","0","1","Basin and Plains",-98.9042,34.9403,"kiow1266"
"lowl1260",0.150138549775244,0.214392932657106,7.63322800843674e-05,0.783927784054382,"lowl1260","0","1","0","Mesoamerica",-95.6876,15.9497,"lowl1260"
"pawn1254",0.155994461134716,0.220337259790803,7.03795679292753e-05,0.800567291628336,"pawn1254","0","1","0","Basin and Plains",-96.8937,36.2862,"pawn1254"
"high1276",0.302548845815821,0.242497494267612,0.00913323524811112,0.855297182525711,"high1276","0","0","0","Mesoamerica",-94.9109,18.198,"high1276"
"fran1266",0.433664703338266,0.270398643924968,0.0251058866644169,0.934856791130989,"fran1266","0","0","1","Mesoamerica",-93.3633,17.3654,"fran1266"
"olut1240",0.274862136398578,0.23761966001303,0.0066656305378938,0.830894325140033,"olut1240","0","0","0","Mesoamerica",-94.8863,17.8937,"olut1240"
"hava1248",0.823197852175408,0.213234205261411,0.233237316421738,0.999569520412449,"hava1248","1","0","1","Basin and Plains",-113.385,35.6302,"hava1248"
"mari1440",0.824715984552201,0.211281779228702,0.238610791635941,0.999541419943054,"mari1440","1","1","1","Basin and Plains",-111.749,33.5123,"mari1440"
"seri1257",0.192179162749733,0.239227279428876,0.000202160717838567,0.835846991120228,"seri1257","1","0","0","Mesoamerica",-112.384,28.9877,"seri1257"
"cent2140",0.827601269460353,0.219610948073965,0.206406814916078,0.999730147313858,"cent2140","0","1","1","California",-120.257,38.0812,"cent2140"
"sout2985",0.825906663250175,0.220026794349919,0.208340384782843,0.999735534368989,"sout2985","0","1","1","California",-120.507,38.2363,"sout2985"
"chip1241",0.0970590832341049,0.129521849193393,0.000857081853604387,0.489045245651595,"chip1241","0","1","0","E North America",-94.2738,47.347,"chip1241"
"nort2961",0.0974118416326752,0.128936214483055,0.000803151311870083,0.480989615183966,"nort2961","0","1","0","E North America",-87.7862,51.6192,"nort2961"
"otta1242",0.098651661493579,0.129746484592016,0.000861812003173347,0.489509279143611,"otta1242","0","1","0","E North America",-83.226,44.5988,"otta1242"
"shaw1249",0.11066143251009,0.147244573878366,0.00084678908560632,0.554725182242228,"shaw1249","0","1","0","E North America",-83,40,"shaw1249"
"arap1274",0.104378986623416,0.137820291832567,0.00092676590744527,0.516153015877757,"arap1274","0","1","0","Basin and Plains",-108.81,43.3879,"arap1274"
"siks1238",0.105091348953736,0.138068289461068,0.000990308595140886,0.515648371849095,"siks1238","0","1","0","Basin and Plains",-113.109,49.0669,"siks1238"
"chey1247",0.107047049030015,0.140455227564346,0.000912848841623135,0.530391552767028,"chey1247","0","1","0","Basin and Plains",-106.659,45.5321,"chey1247"
"mikm1235",0.329656504722532,0.259912095072909,0.010164476392373,0.898497008977823,"mikm1235","0","1","1","E North America",-65.5766,45.9941,"mikm1235"
"sene1264",0.0559068662679151,0.106602571595504,3.27390780870305e-05,0.389298561329472,"sene1264","0","1","0","E North America",-77.53,42.56,"sene1264"
"wyan1247",0.0565576399050575,0.108937702425617,2.83548773629868e-05,0.406122546271205,"wyan1247","0","1","0","E North America",-77.5,44.33,"wyan1247"
"onon1246",0.0542137569719875,0.104685777642982,2.91659461789336e-05,0.382360020177758,"onon1246","0","1","0","E North America",-76.12,42.92,"onon1246"
"tusc1257",0.0547999233449028,0.104703911495394,2.75616194353516e-05,0.382568038023998,"tusc1257","1","1","0","E North America",-79.4214,43.1303,"tusc1257"
